"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 31 11:02:22 ICT 2023","Fri Mar 31 11:02:45 ICT 2023","22624","Regression","Vehicles","testcases.web.vehicle.CreateVehicle","testcases.web.vehicle.CreateVehicle","TC_01","Verify user can create new Vehicles","Verify user can create new Vehicles"
"passed","Fri Mar 31 10:52:53 ICT 2023","Fri Mar 31 10:53:11 ICT 2023","17673","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_07","Verify can not create user without enter mandatory field 'Last Name'","Verify can not create user without enter mandatory field 'Last Name'"
"passed","Fri Mar 31 11:28:13 ICT 2023","Fri Mar 31 11:28:18 ICT 2023","5626","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_11","Verify user can search vehicle by id","Verify user can search vehicle by id"
"passed","Fri Mar 31 10:51:20 ICT 2023","Fri Mar 31 10:51:43 ICT 2023","22422","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_04","Verify Username, First Name, Last Name, Email Address are mandatory fields for editing user","Verify Username, First Name, Last Name, Email Address are mandatory fields for editing user"
"broken","Fri Mar 31 10:48:32 ICT 2023","Fri Mar 31 10:49:08 ICT 2023","35899","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_01","Verify login successfully with ''","Verify login successfully with 
Email: plan.read.user@gmail.com
 Password: userPass@123"
"skipped","Fri Mar 31 11:26:17 ICT 2023","Fri Mar 31 11:26:17 ICT 2023","1","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_06","TC_06",""
"broken","Fri Mar 31 11:12:02 ICT 2023","Fri Mar 31 11:12:38 ICT 2023","36288","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_01","Verify Configuration Write user can view the 'Dashboard' page","Verify Configuration Write user can view the 'Dashboard' page"
"passed","Fri Mar 31 10:56:16 ICT 2023","Fri Mar 31 10:56:33 ICT 2023","16989","Regression","Regions","testcases.web.region.RegionDeleting","testcases.web.region.RegionDeleting","TC_01","Verify can delete region successfully","Verify delete region successfully"
"passed","Fri Mar 31 10:44:23 ICT 2023","Fri Mar 31 10:44:38 ICT 2023","14240","Regression","LogOut","testcases.web.LogOut","testcases.web.LogOut","TC_02","Verify all open tabs for Operation Portal should be logged out as well after user logs out on one tab","Verify all open tabs for Operation Portal should be logged out as well after user logs out on one tab"
"skipped","Fri Mar 31 11:26:18 ICT 2023","Fri Mar 31 11:26:18 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_03","TC_03",""
"broken","Fri Mar 31 11:18:34 ICT 2023","Fri Mar 31 11:19:10 ICT 2023","35767","Regression","Permission","testcases.web.permission.NoPermission","testcases.web.permission.NoPermission","TC_03","Verify permission after removing user from a group","If a user is removed from a group and no longer has access to a privileged role, then the user's access to perform further tasks associated with that role should be revoked instantly"
"broken","Fri Mar 31 11:09:21 ICT 2023","Fri Mar 31 11:10:00 ICT 2023","39227","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_06","Verify Reporting user can view Trips","Verify Reporting user can view Trips"
"skipped","Fri Mar 31 10:59:20 ICT 2023","Fri Mar 31 10:59:20 ICT 2023","0","Regression","Zones","testcases.web.zone.ZoneListing","testcases.web.zone.ZoneListing","TC_01","TC_01",""
"passed","Fri Mar 31 10:53:45 ICT 2023","Fri Mar 31 10:54:05 ICT 2023","20282","Regression","Groups","testcases.web.group.GroupEditing","testcases.web.group.GroupEditing","TC_02","Verify can edit group with multiple roles and multiple users","Verify can edit with multiple roles and multiple users"
"broken","Fri Mar 31 11:15:10 ICT 2023","Fri Mar 31 11:15:46 ICT 2023","35796","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_39","Verify System Read user can not edit User Group","Verify System Read user can not edit User Group"
"broken","Fri Mar 31 11:14:00 ICT 2023","Fri Mar 31 11:14:36 ICT 2023","35990","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_20","Verify System Read user can not view Solutions","Verify System Read user can not view Solutions"
"passed","Fri Mar 31 10:51:09 ICT 2023","Fri Mar 31 10:51:09 ICT 2023","470","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_06","Verify can access Service Monitoring page from Dashboard ","Verify can access Service Monitoring page from Dashboard"
"broken","Fri Mar 31 10:46:39 ICT 2023","Fri Mar 31 10:47:15 ICT 2023","35665","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_01","Verify login successfully with ''","Verify login successfully with 
Email: resource.management.read@gmail.com
 Password: userPass@123"
"passed","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:05 ICT 2023","5931","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_04","Verify user can search drivers by user name","Verify user can search drivers by user name"
"broken","Fri Mar 31 11:10:42 ICT 2023","Fri Mar 31 11:11:18 ICT 2023","36077","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_01","Verify System Read user can view the 'Dashboard' page","Verify System Read user can view the 'Dashboard' page"
"broken","Fri Mar 31 11:10:02 ICT 2023","Fri Mar 31 11:10:38 ICT 2023","36025","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_11","Verify System Write user can not view Driver","Verify System Write user can not view Driver"
"broken","Fri Mar 31 11:15:20 ICT 2023","Fri Mar 31 11:15:56 ICT 2023","36000","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_25","Verify Configuration Write user can not view Trips","Verify Configuration Write user can not view Trips"
"broken","Fri Mar 31 11:09:21 ICT 2023","Fri Mar 31 11:10:00 ICT 2023","38673","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_08","Verify Reporting user can edit Trips","Verify Reporting user can edit Trips"
"broken","Fri Mar 31 10:44:46 ICT 2023","Fri Mar 31 10:45:22 ICT 2023","35728","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_01","Verify login successfully with ''","Verify login successfully with 
Email: system.write@gmail.com
 Password: userPass@123"
"broken","Fri Mar 31 11:13:54 ICT 2023","Fri Mar 31 11:14:27 ICT 2023","32881","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_21","Verify Configuration Write user can not view Users","Verify Configuration Write user can not view Users"
"broken","Fri Mar 31 11:14:03 ICT 2023","Fri Mar 31 11:14:39 ICT 2023","35992","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_22","Verify Configuration Write user can not view User Group","Verify Configuration Write user can not view User Group"
"skipped","Fri Mar 31 11:26:18 ICT 2023","Fri Mar 31 11:26:18 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_09","TC_09",""
"passed","Fri Mar 31 11:01:28 ICT 2023","Fri Mar 31 11:02:01 ICT 2023","32238","Regression","Drivers","testcases.web.driver.DriverEditing","testcases.web.driver.DriverEditing","TC_08","Verify edit driver successfully without phone number","Verify edit driver successfully without phone number"
"skipped","Fri Mar 31 11:00:37 ICT 2023","Fri Mar 31 11:00:37 ICT 2023","0","Regression","Zones","testcases.web.zone.ZoneListing","testcases.web.zone.ZoneListing","TC_03","TC_03",""
"passed","Fri Mar 31 10:55:01 ICT 2023","Fri Mar 31 10:55:22 ICT 2023","20940","Regression","Passenger","testcases.web.passenger.PassengerEditing","testcases.web.passenger.PassengerEditing","TC_05","Verify user can expire the concession for user","Verify user can expire the concession for user"
"broken","Fri Mar 31 11:09:21 ICT 2023","Fri Mar 31 11:10:00 ICT 2023","38965","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_03","Verify Reporting user can view the Traveler of a 'Feedback'","Verify Reporting user with read permission user can view the Traveler of a 'Feedback'"
"broken","Fri Mar 31 11:17:19 ICT 2023","Fri Mar 31 11:17:55 ICT 2023","35705","Regression","Permission","testcases.web.permission.NoPermission","testcases.web.permission.NoPermission","TC_01","Verify permission after removing a group","If a user belongs to a Group and that Group is removed, then the user should no longer have access to perform further tasks related to any privileges that they are no longer associated with, this access should be revoked instantly"
"broken","Fri Mar 31 11:09:21 ICT 2023","Fri Mar 31 11:09:59 ICT 2023","38223","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_12","Verify Reporting user can not create new Driver","Verify Reporting user can not create new Driver"
"broken","Fri Mar 31 11:11:13 ICT 2023","Fri Mar 31 11:11:49 ICT 2023","35751","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_13","Verify System Read user can not view Vehicles","Verify System Read user can not view Vehicles"
"broken","Fri Mar 31 11:10:04 ICT 2023","Fri Mar 31 11:10:40 ICT 2023","36581","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_18","Verify Reporting user can not create new Travellers","Verify Reporting user can not create new Travellers"
"passed","Fri Mar 31 10:52:31 ICT 2023","Fri Mar 31 10:52:49 ICT 2023","18515","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_07","Verify can not create user without enter mandatory field 'First Name'","Verify can not create user without enter mandatory field 'First Name'"
"passed","Fri Mar 31 10:56:18 ICT 2023","Fri Mar 31 10:56:38 ICT 2023","20097","Regression","Regions","testcases.web.region.RegionEditing","testcases.web.region.RegionEditing","TC_01","Verify can edit region successfully with valid information","Verify can edit region successfully with valid information"
"broken","Fri Mar 31 11:12:46 ICT 2023","Fri Mar 31 11:13:22 ICT 2023","36073","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_18","Verify Configuration Write user can not create new Travellers","Verify Configuration Write user can not create new Travellers"
"broken","Fri Mar 31 11:14:06 ICT 2023","Fri Mar 31 11:14:42 ICT 2023","35977","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_23","Verify Configuration Read user can not create new User Group","Verify Configuration Read user can not create new User Group"
"passed","Fri Mar 31 10:52:36 ICT 2023","Fri Mar 31 10:53:08 ICT 2023","31552","Regression","Users","testcases.web.user.UsersDeleting","testcases.web.user.UsersDeleting","TC_03","Verify can create new user that has the same user name and email with a deleted user","Verify can create new user that has the same user name and email with a deleted user"
"broken","Fri Mar 31 11:12:41 ICT 2023","Fri Mar 31 11:13:17 ICT 2023","35941","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_20","Verify Reporting user can not view Solutions","Verify Reporting user can not view Solutions"
"broken","Fri Mar 31 11:11:22 ICT 2023","Fri Mar 31 11:11:58 ICT 2023","36117","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_11","Verify Configuration Read user can not view Driver","Verify Configuration Read user can not view Driver"
"passed","Fri Mar 31 10:51:12 ICT 2023","Fri Mar 31 10:51:13 ICT 2023","612","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_07","Verify can access Travellers page from Dashboard ","Verify can access Travellers page from Dashboard"
"broken","Fri Mar 31 10:49:47 ICT 2023","Fri Mar 31 10:50:23 ICT 2023","35809","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_01","Verify login successfully with ''","Verify login successfully with 
Email: daily.operation.read@gmail.com
 Password: userPass@123"
"broken","Fri Mar 31 11:13:22 ICT 2023","Fri Mar 31 11:14:00 ICT 2023","37416","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_22","Verify Configuration Read user can not view User Group","Verify Configuration Read user can not view User Group"
"passed","Fri Mar 31 10:58:09 ICT 2023","Fri Mar 31 10:58:27 ICT 2023","18630","Regression","Zones","testcases.web.zone.ZoneCreating","testcases.web.zone.ZoneCreating","TC_01","Verify can create zone successfully with valid information","Verify can create zone successfully with valid information"
"broken","Fri Mar 31 11:12:05 ICT 2023","Fri Mar 31 11:12:42 ICT 2023","36878","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_18","Verify Configuration Read user can not create new Travellers","Verify Configuration Read user can not create new Travellers"
"broken","Fri Mar 31 11:16:42 ICT 2023","Fri Mar 31 11:17:18 ICT 2023","35866","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_58","Verify Daily Operations Write user can create new Travellers","Verify Daily Operations Write user can create new Travellers"
"passed","Fri Mar 31 10:51:13 ICT 2023","Fri Mar 31 10:51:14 ICT 2023","494","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_05","Verify can access Schedules page from Dashboard ","Verify can access Schedules page from Dashboard"
"broken","Fri Mar 31 11:11:51 ICT 2023","Fri Mar 31 11:12:27 ICT 2023","35606","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_13","Verify Configuration Read user can not view Vehicles","Verify Configuration Read user can not view Vehicles"
"broken","Fri Mar 31 11:10:04 ICT 2023","Fri Mar 31 11:10:41 ICT 2023","37151","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_19","Verify Reporting user can not view Booking","Verify Reporting user can not view Booking"
"broken","Fri Mar 31 11:10:42 ICT 2023","Fri Mar 31 11:11:18 ICT 2023","36253","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_11","Verify System Read user can not view Driver","Verify System Read user can not view Driver"
"passed","Fri Mar 31 11:16:06 ICT 2023","Fri Mar 31 11:16:29 ICT 2023","23552","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_52","Verify Administrators user view zone detail","Verify Administrators user view zone detail"
"broken","Fri Mar 31 11:10:36 ICT 2023","Fri Mar 31 11:11:12 ICT 2023","35804","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_13","Verify System Write user can not view Vehicles","Verify System Write user can not view Vehicles"
"broken","Fri Mar 31 11:11:24 ICT 2023","Fri Mar 31 11:12:01 ICT 2023","36824","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_16","Verify System Read user can not view Service Monitoring","Verify System Read user can not view Service Monitoring"
"broken","Fri Mar 31 11:14:22 ICT 2023","Fri Mar 31 11:14:58 ICT 2023","36388","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_24","Verify Configuration Read user can not view the 'Feedback' page","Verify Configuration Read user can not view the 'Feedback' page"
"broken","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:33 ICT 2023","34292","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_02","Verify user can search bookings by address","Verify user can search bookings by address"
"passed","Fri Mar 31 10:54:17 ICT 2023","Fri Mar 31 10:54:53 ICT 2023","35385","Regression","Passenger","testcases.web.passenger.PassengerEditing","testcases.web.passenger.PassengerEditing","TC_02","Verify user can add Concession: Child/Youth/Student for passengers","Verify user can add Concession: Child/Youth/Student for passengers"
"broken","Fri Mar 31 11:15:22 ICT 2023","Fri Mar 31 11:15:58 ICT 2023","35899","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_40","Verify System Read user can not delete User Group","Verify System Read user can not delete User Group"
"passed","Fri Mar 31 10:58:07 ICT 2023","Fri Mar 31 10:58:41 ICT 2023","34473","Regression","Zones","testcases.web.zone.ZoneEditing","testcases.web.zone.ZoneEditing","TC_01","Verify can edit zone successfully with valid information","Verify can edit zone successfully with valid information"
"passed","Fri Mar 31 11:01:24 ICT 2023","Fri Mar 31 11:01:54 ICT 2023","29983","Regression","Drivers","testcases.web.driver.DriverEditing","testcases.web.driver.DriverEditing","TC_02","Verify edit driver failed with exist user name","Verify edit driver failed with exist user name"
"broken","Fri Mar 31 11:13:26 ICT 2023","Fri Mar 31 11:14:02 ICT 2023","36124","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_23","Verify System Read user can not create new User Group","Verify System Read user can not create new User Group"
"passed","Fri Mar 31 10:54:16 ICT 2023","Fri Mar 31 10:54:51 ICT 2023","35500","Regression","Passenger","testcases.web.passenger.PassengerEditing","testcases.web.passenger.PassengerEditing","TC_06","Verify user can add Concession: Senior/Pensioner for passengers","Verify user can add Concession: Senior/Pensioner for passengers"
"failed","Fri Mar 31 11:09:03 ICT 2023","Fri Mar 31 11:09:07 ICT 2023","3792","Regression","Booking Flow","testcases.web.booking_flow.BookingFlow","testcases.web.booking_flow.BookingFlow","TC_03","Verify the traveller can be picked up","Verify the traveller can be picked up, and booking status can be 'in transit'"
"broken","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:33 ICT 2023","34153","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_05","Verify user can search drivers by email","Verify user can search drivers by email"
"broken","Fri Mar 31 11:14:43 ICT 2023","Fri Mar 31 11:15:19 ICT 2023","35882","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_34","Verify System Write should not be able to delete a user that belongs to the 'Administrators' group","Verify System Write should not be able to delete a user that belongs to the 'Administrators' group"
"broken","Fri Mar 31 11:10:03 ICT 2023","Fri Mar 31 11:10:39 ICT 2023","36010","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_01","Verify System Write user can view the 'Dashboard' page","Verify System Write user can view the 'Dashboard' page"
"broken","Fri Mar 31 10:57:57 ICT 2023","Fri Mar 31 10:57:57 ICT 2023","0","Regression","Regions","testcases.web.region.RegionListing","testcases.web.region.RegionListing","beforeEachScenario","beforeEachScenario",""
"broken","Fri Mar 31 11:12:01 ICT 2023","Fri Mar 31 11:12:37 ICT 2023","35933","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_11","Verify Configuration Write user can not view Driver","Verify Configuration Write user can not view Driver"
"broken","Fri Mar 31 11:12:05 ICT 2023","Fri Mar 31 11:12:42 ICT 2023","37068","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_16","Verify Configuration Read user can not view Service Monitoring","Verify Configuration Read user can not view Service Monitoring"
"broken","Fri Mar 31 11:16:00 ICT 2023","Fri Mar 31 11:16:35 ICT 2023","35950","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_48","Verify Configuration Write user can design zone","Verify Configuration Write design zone"
"broken","Fri Mar 31 11:11:24 ICT 2023","Fri Mar 31 11:12:01 ICT 2023","37108","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_17","Verify System Read user can not view Travellers","Verify System Read user can not view Travellers"
"passed","Fri Mar 31 10:52:22 ICT 2023","Fri Mar 31 10:52:40 ICT 2023","18318","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_11","Verify user can not create new user with existed user name","The Username should have a unique constraint against it so the application should never allow a user to create more than one user with the same username"
"unknown","Fri Mar 31 10:51:16 ICT 2023","Fri Mar 31 10:51:16 ICT 2023","0","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_12","TC_12",""
"passed","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:06 ICT 2023","6554","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_09","Verify user can search vehicle trip by name","Verify user can search vehicle trip by name"
"broken","Fri Mar 31 11:10:44 ICT 2023","Fri Mar 31 11:11:21 ICT 2023","36652","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_16","Verify System Write user can not view Service Monitoring","Verify System Write user can not view Service Monitoring"
"broken","Fri Mar 31 11:16:05 ICT 2023","Fri Mar 31 11:16:41 ICT 2023","36039","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_51","Verify Configuration Read user can not delete region","Verify Configuration Read user can not delete region"
"passed","Fri Mar 31 10:51:18 ICT 2023","Fri Mar 31 10:51:51 ICT 2023","33409","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_01","Verify administrator can edit user successfully with valid information","Verify administrator can edit user successfully with valid information"
"broken","Fri Mar 31 11:14:05 ICT 2023","Fri Mar 31 11:14:41 ICT 2023","35863","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_30","Verify System Write user can create new User Group","Verify System Write user can create new User Group"
"skipped","Fri Mar 31 10:58:38 ICT 2023","Fri Mar 31 10:58:38 ICT 2023","0","Regression","Zones","testcases.web.zone.ZoneListing","testcases.web.zone.ZoneListing","TC_05","TC_05",""
"broken","Fri Mar 31 11:12:29 ICT 2023","Fri Mar 31 11:13:05 ICT 2023","35986","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_13","Verify Configuration Write user can not view Vehicles","Verify Configuration Write user can not view Vehicles"
"passed","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:08 ICT 2023","9326","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_07","Verify user can search passengers by user name","Verify user can search passengers by user name"
"broken","Fri Mar 31 11:03:06 ICT 2023","Fri Mar 31 11:04:50 ICT 2023","104363","Regression","Booking Flow","testcases.web.booking_flow.BookingFlow","testcases.web.booking_flow.BookingFlow","TC_06","Verify user can book a trip by using credit card","Verify user can book a trip by using credit card"
"passed","Fri Mar 31 10:52:09 ICT 2023","Fri Mar 31 10:52:27 ICT 2023","18182","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_07","Verify can not create user without enter mandatory field 'Username'","Verify can not create user without enter mandatory field 'Username'"
"passed","Fri Mar 31 10:53:45 ICT 2023","Fri Mar 31 10:53:51 ICT 2023","5789","Regression","Groups","testcases.web.group.GroupCreating","testcases.web.group.GroupCreating","TC_01","Verify can create group with no role and no user","Verify can create group with no roles"
"passed","Fri Mar 31 11:01:26 ICT 2023","Fri Mar 31 11:01:55 ICT 2023","29906","Regression","Drivers","testcases.web.driver.DriverEditing","testcases.web.driver.DriverEditing","TC_06","Verify edit driver failed if does not enter user name","Verify edit driver failed if does not enter user name"
"broken","Fri Mar 31 11:12:42 ICT 2023","Fri Mar 31 11:13:19 ICT 2023","36244","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_22","Verify Reporting user can not view User Group","Verify Reporting user can not view User Group"
"broken","Fri Mar 31 11:09:19 ICT 2023","Fri Mar 31 11:09:56 ICT 2023","37514","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_02","Verify Reporting  user can view the 'Feedback' page","Verify Reporting user can view the 'Feedback' page"
"passed","Fri Mar 31 11:01:26 ICT 2023","Fri Mar 31 11:01:56 ICT 2023","29504","Regression","Drivers","testcases.web.driver.DriverEditing","testcases.web.driver.DriverEditing","TC_07","Verify edit driver failed if does not enter email","Verify edit driver failed if does not enter email"
"passed","Fri Mar 31 11:02:05 ICT 2023","Fri Mar 31 11:02:10 ICT 2023","4882","Regression","Drivers","testcases.web.driver.DriversListing","testcases.web.driver.DriversListing","TC_03","Verify can select number of row per page","Verify user can select number of row per page"
"broken","Fri Mar 31 11:09:58 ICT 2023","Fri Mar 31 11:10:34 ICT 2023","35838","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_13","Verify Reporting user can not view Vehicles","Verify Reporting user can not view Vehicles"
"passed","Fri Mar 31 10:44:42 ICT 2023","Fri Mar 31 10:44:46 ICT 2023","3835","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_02","Verify login failed by invalid account with 'wrong password'","Verify user login unsuccessfully with wrong password':
Email: daohuyt@bridj.com
 Password: wrong_pass"
"broken","Fri Mar 31 10:51:56 ICT 2023","Fri Mar 31 10:52:32 ICT 2023","36221","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_03","Verify user without administrator role can not add user to Administrators Group","Verify user without administrator role can not add user to Administrators Group"
"broken","Fri Mar 31 11:03:06 ICT 2023","Fri Mar 31 11:04:52 ICT 2023","106316","Regression","Booking Flow","testcases.web.booking_flow.BookingFlow","testcases.web.booking_flow.BookingFlow","TC_08","Verify user can book a trip with Wheelchair space","Verify user can book a trip with Wheelchair space"
"passed","Fri Mar 31 10:53:43 ICT 2023","Fri Mar 31 10:54:04 ICT 2023","20055","Regression","Groups","testcases.web.group.GroupEditing","testcases.web.group.GroupEditing","TC_01","Verify can edit group with no roles and no users","Verify can edit group with no roles and no users"
"broken","Fri Mar 31 11:15:25 ICT 2023","Fri Mar 31 11:16:01 ICT 2023","36088","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_43","Verify Configuration Write user can edit region","Verify Configuration Write user can edit region"
"broken","Fri Mar 31 11:26:08 ICT 2023","Fri Mar 31 11:26:08 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","beforeSuite","beforeSuite",""
"skipped","Fri Mar 31 10:57:57 ICT 2023","Fri Mar 31 10:57:57 ICT 2023","0","Regression","Regions","testcases.web.region.RegionListing","testcases.web.region.RegionListing","TC_03","TC_03",""
"passed","Fri Mar 31 11:01:06 ICT 2023","Fri Mar 31 11:01:17 ICT 2023","10561","Regression","Drivers","testcases.web.driver.DriverCreating","testcases.web.driver.DriverCreating","TC_02","Verify create driver failed with exist user name","Verify create driver failed with exist user name"
"passed","Fri Mar 31 10:51:13 ICT 2023","Fri Mar 31 10:51:13 ICT 2023","545","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_01","Verify can access Regions page from Dashboard ","Verify can access Regions page from Dashboard"
"skipped","Fri Mar 31 11:26:17 ICT 2023","Fri Mar 31 11:26:17 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_02","TC_02",""
"skipped","Fri Mar 31 11:26:18 ICT 2023","Fri Mar 31 11:26:18 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_07","TC_07",""
"broken","Fri Mar 31 10:51:20 ICT 2023","Fri Mar 31 10:52:01 ICT 2023","40492","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_03","Verify user without administrator role can not add user to administrator group","Verify user without administrator role can not add user to administrator group"
"broken","Fri Mar 31 11:00:37 ICT 2023","Fri Mar 31 11:00:37 ICT 2023","0","Regression","Zones","testcases.web.zone.ZoneListing","testcases.web.zone.ZoneListing","beforeEachScenario","beforeEachScenario",""
"unknown","Fri Mar 31 10:51:16 ICT 2023","Fri Mar 31 10:51:16 ICT 2023","0","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_12","TC_12",""
"broken","Fri Mar 31 11:14:40 ICT 2023","Fri Mar 31 11:15:16 ICT 2023","35889","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_20","Verify Configuration Read user can not view Solutions","Verify Configuration Read user can not view Solutions"
"passed","Fri Mar 31 10:54:16 ICT 2023","Fri Mar 31 10:54:52 ICT 2023","36062","Regression","Passenger","testcases.web.passenger.PassengerEditing","testcases.web.passenger.PassengerEditing","TC_08","Verify user can add Concession: Vision Impaired for passengers","Verify user can add Concession: Vision Impaired for passengers"
"broken","Fri Mar 31 11:12:42 ICT 2023","Fri Mar 31 11:13:14 ICT 2023","32814","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_21","Verify Reporting user can not view Users","Verify Reporting user can not view Users"
